Name,Sockets,Radiator,Price
"Corsair iCUE H115i ELITE CAPELLIX  , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",280mm,368.0
"Corsair iCUE H115i ELITE CAPELLIX XT  , black","1154, 1400, 2066, 2011-V3, 2011, 1700, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",280mm,368.0
"Corsair iCUE H115i RGB Elite  , black","2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",280mm,298.0
"Corsair iCUE H150i ELITE  mit LCD-Monitor, black","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, TR4",360mm,298.0
"Corsair iCUE H150i ELITE CAPELLIX  , black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, TR4, sTRX4",360mm,368.0
"Corsair iCUE H150i ELITE CAPELLIX White  , white","1200, sTR4, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, sTRX4",360mm,368.0
"Corsair iCUE H150i ELITE CAPELLIX XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,368.0
"Corsair iCUE H150i ELITE CAPELLIX XT  , white","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,368.0
"Corsair iCUE H150i ELITE LCD XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,368.0
"Corsair iCUE H150i ELITE LCD XT  , white","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",360mm,298.0
"Corsair iCUE H150i RGB Elite  , black","2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4, sTR4",360mm,298.0
"Corsair iCUE H170i ELITE  mit LCD-Monitor, black","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, TR4",420mm,NULL
"Corsair iCUE H170i Elite Capellix , black","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, sTRX4, sTR4",420mm,368.0
"Corsair iCUE H170i ELITE CAPELLIX XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",420mm,368.0
"Corsair iCUE H170i ELITE LCD XT  , black","1154, 2066, 2011-V3, 2011, 1700, 1200, 1150, 1151, 1155, 1156, AM5, AM4, sTRX4",420mm,368.0
COUGAR Gaming CGR-FZA135,"1150,1151,1155,1156,1200,1366,1700,2011,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-FZAE50,"1150,1151,1155,1156,1200,1366,1700,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-FZAE85,"1150,1151,1155,1156,1200,1366,1700,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-PSDELRGB-B-360,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-PSDELRGB-W-360,"1851,1150,AM3,1151,1155,AM4,1156,AM5,1200,1366,FM1,FM2,1700,AM2",mm,NULL
COUGAR Gaming CGR-PSDUTRGB-B-240,"1150,1151,1155,1156,1200,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-PSDUTRGB-B-360,"1150,1151,1155,1156,1200,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-PSDUTRGB-W-240,"1150,1151,1155,1156,1200,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming CGR-PSDUTRGB-W-360,"1150,1151,1155,1156,1200,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,NULL
COUGAR Gaming Forza 85,"1150,1151,1155,1156,1200,1366,1700,2011,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2",mm,69.98
COUGAR Gaming Poseidon Elite ARGB 240,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,144.31
COUGAR Gaming Poseidon Elite ARGB 240,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,144.31
COUGAR Gaming Poseidon Elite ARGB 240,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM4,AM5,FM1,FM2",mm,144.31
COUGAR Gaming POSEIDON-GT 240,"1150,1151,1155,1156,1200,1366,1700,2011,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2,TR4",mm,144.31
COUGAR Gaming POSEIDON-GT 360,"1200,1366,1700,2011,2066,AM2,AM2+,AM3,AM3+,AM4,AM5,FM1,FM2,TR4",mm,155.94
Cryorig A40  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,NULL
Cryorig A40 Ultimate  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,NULL
Cryorig C1 Low-Profile- - 140mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
"Cryorig C7 G Mini-Top-Flow- - 92mm, Kupfer mit Graphen-Beschichtung","1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig C7 Mini-Top-Flow- - 92mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig C7 RGB Mini-Top-Flow- - 92mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig H5 Ultimate Processor-Tower-Kühler - 140mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig H5 Universal Processor-Tower-Kühler - 140mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",NULL,NULL
Cryorig H7 Processor-Tower-Kühler - 120mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig H7 Plus Processor-Tower-Kühler - 2x120mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
"Cryorig H7 Quad Lumi Processor-Tower-Kühler - 120mm, RGB","1150, 1151, 1155, 1156, 2011-V3, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig H7 Ultra Processor-Tower-Kühler - 120mm,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig M9 Plus Processor-Tower-Kühler - 2x92mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
"Cryorig M9a Processor-Tower-Kühler - AMD, 92mm","AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
"Cryorig M9i Processor-Tower-Kühler - Intel, 92mm","1150, 1151, 1155, 1156",NULL,NULL
Cryorig R1 Ultimate Processor-Tower-Kühler -2x140 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig R1 Universal Processor-Tower-Kühler - 2x140mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
Cryorig R5 Processor Kühler 140mm - black/white,"1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, AM4, AM3+, AM3, AM2, FM2, FM1",NULL,NULL
Deep Gaming DG-KRL120-3-AR,"1150,1151,1155,1156,1200,1700,2011,2011-v3,2066,AM4,AM5",mm,NULL
DeepCool AG400 ARGB - 120mm,"1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AG400 Digital A-RGB - 120 mm,"1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AG400 Digital Plus A-RGB - 120 mm,"1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AG620 ARGB - 120 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AK400 Digital - 120 mm,"1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AK500 Digital - 120 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AK500S Digital - 120 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AK500S Digital - 120 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool AK620 Digital - 120 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool ASSASSIN 4S - 140 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool ASSASSIN 4S - 140 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
DeepCool ASSASSIN IV - 140 mm,"2066, 2011-V3, 2011, 1700, 1200, 1155, 1151, 1150, AM5, AM4",NULL,NULL
Deepcool FROSTWIN V2.0 120mm(2pcs) Hydro,"2011,1366,1156,1155,1151,1150,775, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2",NULL,NULL
Deepcool GABRIEL 120mm Hydro,"1156,1155,1151,1150, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2,940,939,754",NULL,NULL
DEEPCOOL Gamer Storm Lucifer K2  6 Heatpipes 120mm Slim and Silent PWM Fan,"2011-V3, 2011, 1366, 1155,1156,1150,1151, 775, FM1,FM2,FM2+,AM3+,AM3,AM2+,AM2",NULL,NULL
DEEPCOOL GamerStorm ASSASSIN II  8 Heatpipes Dual PWM Fans&FDB Bearing 300RPM Min. Nickel-plated fins,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",NULL,NULL
DEEPCOOL GAMMAXX 200T  2 Heat pipes 120mm PWM Fan,"1150 , 1151 , 1155 , 1156, 775, FM2, FM1, AM4, AM3+ , AM3, AM2+, AM2, K8",NULL,NULL
Deepcool GAMMAXX 300 120mm Hydro,"1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM4 , AM3+ , AM3 , AM2+ , AM2",NULL,NULL
DEEPCOOL GAMMAXX 400  4 Heatpipes 120mm PWM Fan with Blue LED,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, AM4 , FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",NULL,NULL
Deepcool GAMMAXX S40 120mm Hydro,"2011, 1366, 1156 , 1155 , 1151 , 1150 , 775, FM2, FM1 , AM4 , AM3+ , AM3 , AM2+ , AM2 , 940 , 939",NULL,NULL
"DeepCool LS520S Zero Dark , 240 mm - black","1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",240mm,NULL
"DeepCool LS720S Zero Dark , 360mm - black","1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",360mm,NULL
Deepcool LUCIFER V2 140mm Hydro,"2011-V3 , 2011 , 1366 , 1156 , 1155 , 1151 , 1150 , 775, FM2+ , FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",NULL,NULL
DeepCool Mystique LCD 240,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, 771, AM5, AM4",240mm,NULL
DeepCool Mystique LCD 360,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, 771, AM5, AM4",360mm,NULL
Deepcool NEPTWIN V2.0 120mm(2pcs) Hydro,"2011-V3,2011,1366,1156,1155,1150,775, FM2+,FM2,FM1,AM3+,AM3,AM2+,AM2",NULL,NULL
Dynatron K17 92mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron K199 80mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron K2 75mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron K5 92mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron K666 60mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron K785 77mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron K985 92mm Ball,"1151 ,  1150 , 1155 , 1156",NULL,29.13
Dynatron R14 60mm 2 Ball Intel Sandy Bridge Romley-EP/EX Narrow ILM Processors up to TDP 150 Watts,2011,NULL,42.95
Dynatron R15,2011,NULL,48.95
Dynatron R16 80mm 2 Ball,2011,NULL,42.95
Dynatron R17 92mm 2 Ball Intel Sandy Bridge Romley-EP/EX Processors up to TDP 160 Watts Overclocking,2011,NULL,42.95
Dynatron R25 80mm 2 Ball,2011,NULL,42.95
Dynatron R27 80mm 2 Ball,2011,NULL,42.95
Dynatron R5 60mm 2 Ball Bearing  for Intel Sandy Bridge EP/EX Processors,2011,NULL,42.95
Dynatron R8,2011,NULL,42.95
Dynatron R9 77mm 2 Ball,2011,NULL,42.95
Dynatron T450 80mm 2 Ball,"1151 ,  1150 , 1155 , 1156",NULL,46.95
EK Water Blocks EK-Nucleus AIO CR360 Direct Die D-RGB - 1700,1700,360mm,NULL
Enermax Aquafusion,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",120mm,94.97
Enermax Aquafusion,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,94.97
ENERMAX ETD-T60-TB 120mm Twister,"AM2,AM2+,AM3,AM3+, 775,1155,1156,1366,1150",NULL,NULL
ENERMAX ETS-N30R-HE 92mm,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",NULL,NULL
ENERMAX ETS-N30R-TAA 92mm,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",NULL,NULL
Enermax ETS-T40F,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM2+,AM3,AM3+,FM1,FM2,FM2+",NULL,NULL
ENERMAX ETS-T40F-BK 120mm Twister Aluminum 120mm Black  with blue LED PWM Fan,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",NULL,NULL
ENERMAX ETS-T40F-RF 140mm Twister Aluminum 120mm Black  with 140mm PWM Fan,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM2+,AM3,AM3+,FM1,FM2,FM2+",NULL,NULL
ENERMAX ETS-T40F-TB 120mm Twister Aluminum 120mm  with PWM Fan Low 8 dBA nosie w/ fan adaptor,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM2+,AM3,AM3+,FM1,FM2,FM2+",NULL,NULL
ENERMAX ETS-T40F-W 120mm Twister Aluminum 120mm White  with Dual White LED PWM Fans,"775 , 1150 , 1151 , 1155 , 1156 , 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",NULL,NULL
ENERMAX ETS-T50A-BVT Twister Aluminum 120mm  with DFR (Dust Free Rotation) Vegas Fan with 3 color LED,"775 , 1150, 1151, 1155, 1156, 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",NULL,NULL
ENERMAX ETS-T50A-WVS Twister Aluminum 120mm White  with DFR (Dust Free Rotation) White LED Fan,"775 , 1150, 1151, 1155, 1156, 1366 , 2011 , 2011-V3, AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2 , FM2+",NULL,NULL
Enermax LiqFusion 240 RGB  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,107.06
Enermax Liqmax III ARGB 360,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",360mm,149.37
Enermax LiqTech II RGB 240,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",240mm,NULL
Enermax LiqTech II RGB 280,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",280mm,NULL
Enermax LiqTech II RGB 360,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",360mm,NULL
Enermax LiqTech II RGB 360 White,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",360mm,NULL
Enermax LiqTech TR4 II RGB 360,"TR4, sTRX4",360mm,NULL
EVERCOOL HPH-9525CU 95mm Ever Lubricate,775,NULL,12.0
EVERCOOL HPL-815EP Ever Lubricate,"K8 , AM2 , AM2+ , AM3 ,  775 ,  1150 ,   1156 ,  1366",NULL,25.0
EVERCOOL HPM-12025 120mm Ever Lubricate Transformer 3,775,NULL,25.0
EVERCOOL HPO-12025 120mm x 2 (SSF-12 & Silent Fan) Ever Lubricate,"AM2, AM2+, AM3, FM1, 775, 1156, 1155, 1366, 2011, 1150",NULL,25.0
EVERCOOL K8-FM1 Retention Holder compatible for AMD k8 socket/AM2/AM3/FM1,"K8,AM2,AM3,FM1",NULL,NULL
EVERCOOL K8-RM AMD K8 Retention Holder,K8,NULL,NULL
EVERCOOL TTC-NK35TZ/RPW/V5(KU) 95mm Z-AXIS Titan Universal,"K8,AM2,AM2+,AM3,AM3+,FM1,FM2,775,1150,1155,1156,1366,2011",NULL,NULL
"EVGA ACX , black - 120 mm","1150, 1151, 1155, 1156, 1366, 2011, 775, AM2, AM2+, AM3, AM3+, FM1, FM2",NULL,NULL
EVGA CLC 120 RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",120mm,195.32
EVGA CLC 240 RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",240mm,195.32
EVGA CLC 280 RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",280mm,195.32
Fractal Design Celsius S24  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4",240mm,165.11
Fractal Design Celsius S36  - 360 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",360mm,165.11
Game Factor LQG501,"1150,1151,1155,1156,1200,1700,2011,2066,775,AM2,AM3,AM4,FM1,FM2",mm,NULL
Game Factor LQG601-BK,"1150,1151,1155,1156,775",mm,NULL
Game Factor LQG601-WH,"1150,1151,1155,1156,775",mm,NULL
GELID Solutions CC-Shero-01-A 120mm Hydro,"775, 1155, 1156, 1366, 1150,  AM2, AM2+, AM3, FM1, FM2",NULL,NULL
Gelid Solutions Liquid 240mm AIO -,AM5,240mm,101.99
Gigabyte Aorus ATC700  - 2x 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
"Gigabyte Aorus ATC800 , RGB - 2x 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",NULL,NULL
"Gigabyte Aorus Waterforce 240 , D-RGB - black - 240 mm","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066, AM4, sTRX4, TR4",240mm,160.01
"Gigabyte Aorus Waterforce 280 , D-RGB - black - 280 mm","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066, AM4, sTRX4, TR4",280mm,186.89
"Gigabyte Aorus Waterforce 360 , D-RGB - black - 360 mm","1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066",360mm,193.2
GIGABYTE AORUS WATERFORCE II 240,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,132.34
GIGABYTE AORUS WATERFORCE II 360,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,193.2
GIGABYTE AORUS WATERFORCE II 360 ICE,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5",mm,129.99
GIGABYTE AORUS WATERFORCE X II 240,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5,TR4,TR5",mm,132.34
GIGABYTE AORUS WATERFORCE X II 360,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5,TR4,TR5",mm,337.11
GIGABYTE AORUS WATERFORCE X II 360 ICE,"1150,1151,1155,1156,1200,1700,1851,AM4,AM5,TR4,TR5",mm,219.99
GIGABYTE GAMING 240,"1700,1851,AM4,AM5",mm,164.26
GIGABYTE GAMING 240 ICE,"1700,1851,AM4,AM5",mm,164.26
GIGABYTE GAMING 360,"1200,1700,1851,AM4,AM5",mm,164.26
GIGABYTE GAMING 360 ICE,"1200,1700,1851,AM4,AM5",mm,164.26
Hiditec C20 PRO,"1150,1151,1155,1156,1200,1366,1700,AM2,AM3,AM3+,AM4,AM5",mm,NULL
Hiditec DC10 PRO,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM3+,AM4,AM5",mm,NULL
Hiditec LDCR10003,"1150,1151,1155,1156,1200,1366,1700,1851,AM2,AM3,AM3+,AM4,AM5",mm,NULL
Hiditec LQ240,"1851,1150,1151,1155,1156,1200,1366,1700",mm,NULL
"Hyper 212 LED with PWM Fan, Four Direct Contact Heatpipes, Unique Fan Blade Design, Red LEDs, Optimized Bracket Design by Cooler Master","2011-V3 , 2011 , 1151 , 1150 , 1155 , 1156 , 775, AM3+ , AM3 , AM2+ , FM2+ , FM2 , FM1",NULL,NULL
Hyte THICC Q60 AIO  - white,"2066, 2011, 1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4, TR4",240mm,248.99
IceGiant ProSiphon Elite - 240mm,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, sTRX4, TR4, AM5, 1700",NULL,NULL
Intel Thermal Solution HTS1155LP - socket 1155,"1150, 1151, 1155",NULL,NULL
Intel Thermal Solution TS13X,"1150, 1155, 1156, 1366, 2011",120mm,NULL
"InWin MR24 ARGB  , black","2066, 2011-V3, 2011, 1700, 1200, 1156, 1155, 1151, 1150, AM5, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",240mm,NULL
"InWin MR36 ARGB  , black","2066, 2011-V3, 2011, 1700, 1200, 1156, 1155, 1151, 1150, AM5, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",360mm,NULL
"InWin NR24 ARGB  , black","2066, 2011-V3, 2011, 1700, 1366, 1200, 1156, 1155, 1151, 1150, AM5, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, TR4",240mm,NULL
"InWin NR36 ARGB  , black","2066, 2011-V3, 2011, 1700, 1366, 1200, 1156, 1155, 1151, 1150, AM5, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, TR4",360mm,NULL
itek EVOLIQ 240 V2 ARGB,"1150,1151,1155,1156,1200,1366,1700,1851,2011,2066,775,AM2,AM2+,AM3+,AM4,AM5,FM1,FM2+,TR4",mm,NULL
itek EVOLIQ 240 V2 ARGB (White Edition),"1150,1151,1155,1156,1200,1366,1700,1851,2011,2066,775,AM2,AM2+,AM3+,AM4,AM5,FM1,FM2+,TR4",mm,NULL
itek HYDRO CUBE 240B,"1200,1366,1700,1851,775,AM4,AM5",mm,NULL
itek ICECORE 240,"1200,1366,1700,1851,775,AM4,AM5",mm,NULL
itek SKETLIQ 240 ARGB,"1150,1151,1155,1156,1200,1366,1700,1851,2011,2066,775,AM2,AM2+,AM3+,AM4,AM5,FM1,FM2+,TR4",mm,NULL
Jonsbo CR-1000,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",NULL,52.74
Jonsbo CR-1000,"1154, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",NULL,52.74
Jonsbo CR-1000,"1154, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",NULL,52.74
Jonsbo CR-1000 GT,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",NULL,52.74
Jonsbo CR-1000 V2 - white,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",NULL,50.1
Jonsbo CR-1000 V2 ARGB - black,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",NULL,29.5
Jonsbo CR-1000 V2 PRO ARGB - black,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",NULL,29.5
Jonsbo CR-1000 V2 RGB - black,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",NULL,52.74
Jonsbo CR-1000 V2 RGB - white,"1700, 1200, 1156, 1155, 1154, 1152, 1151, 1150, AM5, AM4",NULL,72.04
Jonsbo CR-1100,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",NULL,72.04
Jonsbo CR-1200,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",NULL,72.04
Jonsbo CR-1200E,"1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, AM5",NULL,72.04
Jonsbo CR-1300,"1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, AM5",NULL,72.04
Jonsbo CR-1400,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",NULL,72.04
Jonsbo CR-2000 GT  Dual Tower,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",NULL,NULL
Jonsbo CR-201,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",NULL,72.04
