Name,Size,Socket,Chipset,RAM Slots,Price
"MSI H310M Pro-VD Plus, socket 1151",Micro-ATX,1151,H310,2,NULL
MSI H370 Gaming Plus,ATX,1151,H370,4,NULL
MSI H370 Gaming Pro Carbon,ATX,1151,H370,4,391.49
MSI H370M Bazooka,Micro-ATX,1151,H370,4,NULL
MSI H410M-A Pro,Micro-ATX,1200,H410,2,161.01
MSI H510I Pro WiFi,Mini-ITX,1200,H510,2,NULL
MSI H510M Pro,Micro-ATX,1200,H510,2,161.01
MSI H510M-A Pro,Micro-ATX,1200,H510,2,161.01
MSI H81I,Mini-ITX,1150,H81,2,NULL
MSI H81M-E33 GL/SATA600/USB3.0/HDMI/VGA H81,Micro-ATX,1150,H81,2,NULL
MSI H81M-E34 GL/SATA600/USB3.0/DVI/HDMI/VGA H81,Micro-ATX,1150,H81,2,NULL
MSI H81M-P33 GL/SATA600/USB3.0/DVI/VGA H81,Micro-ATX,1150,H81,2,NULL
MSI H97 PC Mate,ATX,1150,H97,4,NULL
MSI H97M-E35 GL/SATA600/R/USB3.0/HDMI/DVI/VGA H97,Micro-ATX,1150,H97,2,NULL
MSI H97M-G43,Micro-ATX,1150,H97,4,NULL
"MSI MAG B365M Mortar, socket 1151",Micro-ATX,1151,B365,4,NULL
MSI MAG B460 Tomahawk,ATX,1200,B460,4,NULL
MSI MAG B460M Bazooka,Micro-ATX,1200,B460,4,NULL
MSI MAG B460M Mortar,Micro-ATX,1200,B460,4,NULL
MSI MAG B460M Mortar WiFi,Micro-ATX,1200,B460,4,NULL
MSI MAG B550 Tomahawk,ATX,AM4,B550,4,NULL
MSI MAG B550 TOMAHAWK MAX WIFI,ATX,AM4,B550,4,NULL
MSI MAG B550M Bazooka,Micro-ATX,AM4,B550,4,NULL
MSI MAG B550M Mortar,Micro-ATX,AM4,B550,4,NULL
MSI MAG B550M MORTAR MAX WIFI,Micro-ATX,AM4,B550,4,NULL
MSI MAG B550M Mortar WiFi,Micro-ATX,AM4,B550,4,NULL
MSI MAG B560 Tomahawk WiFi,ATX,1200,B560,4,NULL
MSI MAG B560 Torpedo,ATX,1200,B560,4,NULL
MSI MAG B560M Bazooka,Micro-ATX,1200,B560,4,NULL
MSI MAG B560M Mortar,Micro-ATX,1200,B560,4,NULL
MSI MAG B560M Mortar WiFi,Micro-ATX,1200,B560,4,NULL
MSI MAG B660 TOMAHAWK WIFI,ATX,1700,B660,4,NULL
MSI MAG B660 TOMAHAWK WIFI DDR4,ATX,1700,B660,4,NULL
MSI MAG B660M BAZOOKA DDR4,Micro-ATX,1700,B660,4,NULL
MSI MAG B660M MORTAR,Micro-ATX,1700,B660,4,NULL
MSI MAG B660M MORTAR DDR4,Micro-ATX,1700,B660,4,NULL
MSI MAG B660M MORTAR WIFI,Micro-ATX,1700,B660,4,NULL
MSI MAG B660M MORTAR WIFI DDR4,Micro-ATX,1700,B660,4,NULL
MSI MAG B760 TOMAHAWK WIFI DDR4,ATX,1700,B760,4,NULL
MSI MAG B760M MORTAR WIFI DDR4,Micro-ATX,1700,B760,4,NULL
MSI MAG B760M Mortar WiFi II,Micro-ATX,1700,B760,4,NULL
MSI MAG B760M MORTAR WIFI II DDR5,Micro-ATX,1700,B760,4,NULL
MSI MAG H670 TOMAHAWK WIFI DDR4,ATX,1700,H670,4,NULL
MSI MAG X570S Tomahawk WiFi,ATX,AM4,X570,4,NULL
MSI MAG X570S Torpedo Max,ATX,AM4,X570,4,NULL
MSI MAG X670E TOMAHAWK WIFI,ATX,AM5,X670,4,NULL
MSI MAG Z390 Tomahawk,ATX,1151,Z390,4,NULL
MSI MAG Z390M Mortar,Micro-ATX,1151,Z390,4,NULL
MSI MAG Z490 Tomahawk,ATX,1200,Z490,4,NULL
MSI MAG Z590 Tomahawk WiFi,ATX,1200,Z590,4,NULL
MSI MAG Z590 Torpedo,ATX,1200,Z590,4,NULL
MSI MAG Z690 Tomahawk WiFi,ATX,1700,Z690,4,NULL
MSI MAG Z690 Tomahawk WiFi DDR4,ATX,1700,Z690,4,NULL
MSI MAG Z690 Torpedo,ATX,1700,Z690,4,NULL
MSI MAG Z690M Mortar WiFi,Micro-ATX,1700,Z690,4,NULL
MSI MAG Z790 Tomahawk Max WiFi,ATX,1700,Z790,4,NULL
MSI MAG Z790 TOMAHAWK WIFI,ATX,1700,Z790,4,NULL
MSI MAG Z790 TOMAHAWK WIFI DDR4,ATX,1700,Z790,4,NULL
MSI MEG B550 Unify,ATX,AM4,B550,4,455.59
MSI MEG B550 Unify-X,ATX,AM4,B550,2,455.59
"MSI MEG X570 ACE, AMD X570",ATX,AM4,X570,4,NULL
"MSI MEG X570 Godlike, AMD X570",E-ATX,AM4,X570,4,NULL
"MSI MEG X570 Unifiy, AMD X570-, socket AM4",ATX,AM4,X570,4,NULL
MSI MEG X570S ACE Max,ATX,AM4,X570,4,NULL
MSI MEG X570S Unify-X Max,ATX,AM4,X570S,2,NULL
MSI MEG X670E ACE,E-ATX,AM5,X670,4,NULL
MSI MEG X670E GODLIKE,E-ATX,AM5,X670,4,NULL
MSI MEG Z390 ACE,ATX,1151,Z390,4,489.0
MSI MEG Z390 Godlike,E-ATX,1151,Z390,4,NULL
MSI MEG Z490 ACE,ATX,1200,Z490,4,489.0
MSI MEG Z490 Godlike,E-ATX,1200,Z490,4,NULL
MSI MEG Z490 Unify,ATX,1200,Z490,4,778.88
MSI MEG Z590 ACE,ATX,1200,Z590,4,489.0
MSI MEG Z590 ACE Gold Edition,ATX,1200,Z590,4,NULL
MSI MEG Z590 Godlike,E-ATX,1200,Z590,4,NULL
MSI MEG Z590 Unify,ATX,1200,Z590,4,778.88
MSI MEG Z590 Unify-X,ATX,1200,Z590,2,778.88
MSI MEG Z590I Unify,Mini-ITX,1200,Z590,2,778.88
MSI MEG Z690 ACE,E-ATX,1700,Z690,4,489.0
MSI MEG Z690 Godlike,E-ATX,1700,Z690,4,NULL
MSI MEG Z690 Unifiy,ATX,1700,Z690,4,778.88
MSI MEG Z690 Unify-X,ATX,1700,Z690,2,778.88
MSI MEG Z690I Unify,Mini-ITX,1700,Z690,2,778.88
MSI MEG Z790 ACE,E-ATX,1700,Z790,4,489.0
MSI MEG Z790 ACE,E-ATX,1700,Z790,4,489.0
MSI MEG Z790 ACE Max,E-ATX,1700,Z790,4,489.0
MSI MEG Z790 GODLIKE,E-ATX,1700,Z790,4,NULL
MSI MEG Z790 GODLIKE,E-ATX,1700,Z790,4,NULL
MSI MEG Z790 GODLIKE MAX,E-ATX,1700,Z790,4,NULL
MSI MEG Z890 UNIFY-X,ATX,1851,Z890,2,778.88
MSI MPG B550 Gaming Carbon WiFi,ATX,AM4,B550,4,NULL
MSI MPG B550 Gaming Edge WiFi,ATX,AM4,B550,4,NULL
MSI MPG B550 Gaming Plus,ATX,AM4,B550,4,NULL
MSI MPG B550I Gaming Edge Max WiFi,Mini-ITX,AM4,B550,2,NULL
MSI MPG B550I Gaming Edge WiFi,Mini-ITX,AM4,B550,2,NULL
MSI MPG B560I Gaming Edge WiFi,Mini-ITX,1200,B560,2,NULL
MSI MPG B650I EDGE WIFI,Mini ATX,AM5,B650,2,308.96
MSI MPG B760I EDGE WIFI,Mini ATX,1700,B760,2,308.96
MSI MPG B760I EDGE WIFI DDR4,Mini-ITX,1700,B760,2,308.96
"MSI MPG X570 Gaming Edge WiFi, AMD X570",ATX,AM4,X570,4,NULL
"MSI MPG X570 Gaming Plus, AMD X570",ATX,AM4,X570,4,NULL
"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",ATX,AM4,X570,4,NULL
MSI MPG X570S Carbon EK X,ATX,AM4,X570S,4,NULL
MSI MPG X570S Carbon Max WiFi,ATX,AM4,X570S,4,NULL
MSI MPG X570S Edge Max WiFi,ATX,AM4,X570S,4,NULL
MSI MPG Z390 Gaming Edge AC,ATX,1151,Z390,4,NULL
MSI MPG Z390 Gaming Plus,ATX,1151,Z390,4,NULL
MSI MPG Z390 Gaming Pro Carbon,ATX,1151,Z390,4,391.49
MSI MPG Z390 Gaming Pro Carbon AC,ATX,1151,Z390,4,404.99
MSI MPG Z390I Gaming Edge AC,Mini-ITX,1151,Z390,2,NULL
MSI MPG Z390M Gaming Edge AC,Micro-ATX,1151,Z390,4,NULL
MSI MPG Z490 Carbon EK X,ATX,1200,Z490,4,NULL
MSI MPG Z490 Gaming Carbon WiFi,ATX,1200,Z490,4,NULL
MSI MPG Z490 Gaming Edge WiFi,ATX,1200,Z490,4,NULL
MSI MPG Z490 Gaming Plus,ATX,1200,Z490,4,NULL
MSI MPG Z590 Gaming Carbon WiFi,ATX,1200,Z590,4,NULL
MSI MPG Z590 Gaming Edge WiFi,ATX,1200,Z590,4,NULL
MSI MPG Z590 Gaming Force,ATX,1200,Z590,4,NULL
MSI MPG Z590 Gaming Plus,ATX,1200,Z590,4,NULL
MSI MPG Z590M Gaming Edge Wifi,Micro-ATX,1200,Z590,4,NULL
MSI MPG Z690 CARBON EK X,ATX,1700,Z690,4,NULL
MSI MPG Z690 Carbon WiFi,ATX,1700,Z690,4,NULL
MSI MPG Z690 Edge WiFi,ATX,1700,Z690,4,NULL
MSI MPG Z690 Edge WiFi DDR4,ATX,1700,Z690,4,NULL
MSI MPG Z690 Force WiFi,ATX,1700,Z690,4,NULL
MSI MPG Z790 CARBON,ATX,1700,Z790,4,NULL
MSI MPG Z790 CARBON MAX WIFI,ATX,1700,Z790,4,NULL
MSI MPG Z790 CARBON MAX WIFI II,ATX,1700,Z790,4,NULL
MSI MPG Z790 CARBON WIFI,ATX,1700,Z790,4,NULL
MSI MPG Z790 EDGE,ATX,1700,Z790,4,NULL
MSI MPG Z790 EDGE,ATX,1700,Z790,6,NULL
MSI MPG Z790 EDGE MONSTER HUNTER EDITION,ATX,1700,Z790,4,NULL
MSI MPG Z790 Edge TI Max WiFi,ATX,1700,Z790,4,NULL
MSI MPG Z790 EDGE TI MAX WIFI,ATX,1700,Z790,4,NULL
MSI MPG Z790 EDGE WIFI,ATX,1700,Z790,4,NULL
MSI MPG Z790I EDGE WIFI,Mini-ITX,1700,Z790,2,NULL
MSI MPG Z890I EDGE TI WIFI,Mini-ITX,1851,Z890,2,NULL
"MSI Prestige X570 Creation, AMD X570",E-ATX,AM4,X570,4,NULL
MSI PRO A620M-B,Micro-ATX,AM5,A620,2,NULL
MSI PRO A620M-E,Micro-ATX,AM5,A620,2,NULL
MSI PRO B550-P GEN3,ATX,AM4,B550,4,NULL
MSI PRO B550M-P GEN3,Micro-ATX,AM4,B550,4,NULL
MSI Pro B650M-B,Micro-ATX,AM5,B650,2,161.01
MSI PRO B660-A DDR4,Micro-ATX,1700,B660,4,667.99
MSI PRO B660M-A DDR4,Micro-ATX,1700,B660,4,667.99
MSI PRO B660M-A WIFI,Micro-ATX,1700,B660,4,NULL
MSI PRO B660M-A WIFI DDR4,Micro-ATX,1700,B660,4,667.99
MSI PRO B660M-B DDR4,Micro-ATX,1700,B660,2,667.99
MSI PRO B660M-E DDR4,Micro-ATX,1700,B660,2,667.99
MSI PRO B660M-G DDR4,Micro-ATX,1700,B660,2,667.99
MSI PRO B660M-P DDR4,Micro-ATX,1700,B660,4,667.99
MSI PRO B760-P,ATX,1700,B760,4,251.13
MSI PRO B760-P,ATX,1700,B760,4,251.13
MSI PRO B760-P DDR4,ATX,1700,B760,4,667.99
MSI PRO B760-P DDR4 II,ATX,1700,B760,4,667.99
MSI PRO B760-P II,ATX,1700,B760,4,251.13
MSI Pro B760-P WiFi DDR4,ATX,1700,B760,4,NULL
MSI PRO B760-VC WIFI,Micro-ATX,1700,B760,4,NULL
MSI Pro B760M Project Zero,Micro-ATX,1700,B760,4,NULL
MSI PRO B760M-A,Micro-ATX,1700,B760,4,NULL
MSI PRO B760M-A WIFI,Micro-ATX,1700,B760,4,NULL
MSI Pro B760M-A WiFi DDR4,Micro-ATX,1700,B760,4,NULL
MSI Pro B760M-E DDR4,Micro-ATX,1700,B760,2,667.99
MSI Pro B760M-G DDR4,Micro-ATX,1700,B760,2,667.99
MSI PRO B760M-P,Micro-ATX,1700,B760,4,251.13
MSI Pro B760M-P DDR4,Micro-ATX,1700,B760,4,667.99
MSI PRO B840M-B,Micro-ATX,AM5,B840,2,161.01
MSI PRO B840M-P WIFI6E,Micro-ATX,AM5,B840,4,NULL
MSI PRO B850M-P WIFI,Micro-ATX,AM5,B850,4,NULL
MSI PRO H410M-B,Micro-ATX,1200,H510,2,161.01
MSI PRO H610M-B DDR4,Micro-ATX,1700,H610,2,161.01
MSI Pro H610M-E,Micro-ATX,1700,H610,2,161.01
MSI PRO H610M-E DDR4,Micro-ATX,1700,H610,2,NULL
MSI Pro H610M-G,Micro-ATX,1700,H610,2,161.01
MSI PRO H610M-G DDR4,Micro-ATX,1700,H610,2,NULL
MSI Pro X670-P Wifi,ATX,AM5,X670E,4,NULL
MSI Pro Z690-A,ATX,1700,Z690,4,NULL
MSI Pro Z690-A DDR4,ATX,1700,Z690,4,NULL
MSI Pro Z690-A WiFi,ATX,1700,Z690,4,NULL
MSI Pro Z690-A WiFi DDR4,ATX,1700,Z690,4,NULL
MSI Pro Z690-P DDR4,ATX,1700,Z690,4,NULL
MSI Pro Z790-A Max WiFi,ATX,1700,Z790,4,NULL
MSI PRO Z790-A WIFI,ATX,1700,Z790,4,NULL
MSI PRO Z790-A WIFI DDR4,ATX,1700,Z790,4,NULL
MSI PRO Z790-P DDR4,ATX,1700,Z790,4,NULL
MSI PRO Z790-P WIFI,ATX,1700,Z790,4,NULL
MSI PRO Z790-P WIFI DDR4,ATX,1700,Z790,4,NULL
MSI PRO Z790-S WIFI,ATX,1700,Z790,4,NULL
MSI TRX40 Pro 10G,ATX,TRX40,TRX40,8,NULL
MSI TRX40 Pro WiFi,ATX,TRX40,TRX40,8,NULL
MSI X299 Gaming M7 ACK,ATX,2066,X299,8,NULL
MSI X299 Gaming Pro Carbon,ATX,2066,X299,8,391.49
MSI X299 Gaming Pro Carbon AC,ATX,2066,X299,8,404.99
MSI X299 PRO,ATX,2066,X299,8,NULL
MSI X299 Pro 10G,ATX,2066,X299,8,NULL
MSI X299 Raider,ATX,2066,X299,8,NULL
MSI X299 SLI Plus,ATX,2066,X299,8,406.49
MSI X299 Tomahawk,ATX,2066,X299,8,NULL
MSI X299 Tomahawk AC,ATX,2066,X299,8,NULL
MSI X299 Tomahawk Arctic,ATX,2066,X299,8,NULL
MSI X299 XPower Gaming AC,E-ATX,2066,X299,8,NULL
MSI X370 Gaming Plus,ATX,AM4,X370,4,NULL
MSI X370 Gaming Pro,ATX,AM4,X370,4,391.49
MSI X370 Gaming Pro Carbon,ATX,AM4,X370,4,391.49
MSI X370 Krait Gaming,ATX,AM4,X370,4,NULL
MSI X370 SLI Plus,ATX,AM4,X370,4,381.49
MSI X370 Xpower Gaming Titanium,ATX,AM4,X370,4,540.36
MSI X399 Gaming Pro Carbon AC,ATX,TR4,X399,8,404.99
MSI X399 SLI Plus,ATX,TR4,X399,8,381.49
MSI X470 Gaming M7 AC,ATX,AM4,X470,4,NULL
MSI X470 Gaming Plus,ATX,AM4,X470,4,NULL
"MSI X470 Gaming Plus Max, AMD X470-, socket AM4",ATX,AM4,X470,4,NULL
MSI X470 Gaming Pro,ATX,AM4,X470,4,NULL
MSI X470 Gaming Pro Carbon,ATX,AM4,X470,4,391.49
MSI X470 Gaming Pro Carbon AC,ATX,AM4,X470,4,404.99
"MSI X470 Gaming Pro Max, AMD X470-, socket AM4",ATX,AM4,X470,4,NULL
"MSI X570-A Pro, AMD X570",ATX,AM4,X570,4,NULL
MSI X99A Gaming 7,ATX,2011-V3,X99,8,NULL
MSI X99A Gaming 9 ACK,E-ATX,2011-V3,X99,8,NULL
MSI X99A Gaming Pro Carbon,ATX,2011-V3,X99,8,391.49
MSI X99A Godlike Gaming,E-ATX,2011-V3,X99,8,NULL
MSI X99A Godlike Gaming Carbon,E-ATX,2011-V3,X99,8,NULL
MSI X99A Raider,ATX,2011-V3,X99,8,NULL
MSI X99A SLI,ATX,2011-V3,X99,8,NULL
MSI X99A SLI Krait Edition,ATX,2011-V3,X99,8,NULL
MSI X99A SLI Plus,ATX,2011-V3,X99,8,NULL
MSI X99A Tomahawk,ATX,2011-V3,X99,8,NULL
MSI X99A Workstation,ATX,2011-V3,X99,8,NULL
MSI X99A Xpower Gaming Titanium,ATX,2011-V3,X99,8,540.36
MSI Z170-A Pro,ATX,1151,Z170,4,NULL
MSI Z170A Gaming M3,ATX,1151,Z170,4,481.49
MSI Z170A Gaming M5,ATX,1151,Z170,4,481.49
MSI Z170A Gaming M7,ATX,1151,Z170,4,481.49
MSI Z170A Gaming Pro Carbon,ATX,1151,Z170,4,391.49
MSI Z170A Krait Gaming 3X,ATX,1151,Z170,4,NULL
MSI Z170A MPower Gaming Titanium,ATX,1151,Z170,4,NULL
MSI Z170A PC Mate,ATX,1151,Z170,4,339.0
MSI Z170A SLI,ATX,1151,Z170,4,NULL
MSI Z170A SLI Plus,ATX,1151,Z170,4,406.49
MSI Z170A Tomahawk USB3.1/DVI/HDMI/M.2/SATAe,ATX,1151,Z170,4,NULL
MSI Z170A XPower Gaming Titanium,ATX,1151,Z170,4,540.36
MSI Z170I Gaming Pro AC,Mini-ITX,1151,Z170,2,404.99
MSI Z170M Mortar,Micro-ATX,1151,Z170,4,NULL
MSI Z270 Gaming M3,ATX,1151,Z270,4,481.49
MSI Z270 Gaming M5,ATX,1151,Z270,4,481.49
MSI Z270 Gaming M7,ATX,1151,Z270,4,481.49
MSI Z270 Gaming PLUS,ATX,1151,Z270,4,NULL
MSI Z270 Gaming Pro,ATX,1151,Z270,4,481.49
MSI Z270 Gaming Pro Carbon,ATX,1151,Z270,4,391.49
MSI Z270 KRAIT Gaming,ATX,1151,Z270,4,481.49
MSI Z270 Mpower Gaming Titanium,ATX,1151,Z270,4,NULL
MSI Z270 PC MATE,ATX,1151,Z270,4,490.99
MSI Z270 SLI PLUS,ATX,1151,Z270,4,406.49
MSI Z270 Tomahawk,ATX,1151,Z270,4,NULL
MSI Z270 Tomahawk Arctic,ATX,1151,Z270,4,NULL
MSI Z270 Xpower Gaming Titanium,ATX,1151,Z270,4,540.36
MSI Z270-A Pro,ATX,1151,Z270,4,490.99
MSI Z270I Gaming Pro Carbon AC,Mini-ITX,1151,Z270,2,404.99
MSI Z270M Mortar,Micro-ATX,1151,Z270,4,NULL
MSI Z370 Gaming M5,ATX,1151,Z370,4,481.49
MSI Z370 Gaming Plus,ATX,1151,Z370,4,NULL
MSI Z370 Gaming Pro Carbon,ATX,1151,Z370,4,391.49
MSI Z370 Gaming Pro Carbon AC,ATX,1151,Z370,4,404.99
MSI Z370 Godlike Gaming,E-ATX,1151,Z370,4,NULL
MSI Z370 Krait Gaming,ATX,1151,Z370,4,NULL
MSI Z370 PC Pro,ATX,1151,Z370,4,NULL
MSI Z370 SLI Plus,ATX,1151,Z370,4,381.49
MSI Z370 Tomahawk,ATX,1151,Z370,4,NULL
MSI Z370-A Pro,ATX,1151,Z370,4,NULL
MSI Z370I Gaming Pro Carbon AC,Mini-ITX,1151,Z370,2,404.99
MSI Z370M Gaming Pro AC,Micro-ATX,1151,Z370,4,391.49
MSI Z390-A Pro,ATX,1151,Z390,4,NULL
MSI Z490-A Pro,ATX,1200,Z490,4,NULL
MSI Z490I Unify,Mini-ITX,1200,Z490,2,NULL
MSI Z490M Gaming Edge WiFi,Micro-ATX,1200,Z490,4,NULL
MSI Z590 Pro WiFi,ATX,1200,Z590,4,NULL
MSI Z590-A Pro,ATX,1200,Z590,4,NULL
MSI Z790 EDGE WIFI DDR4,ATX,1700,Z690,4,NULL
MSI Z790 GAMING PLUS WIFI,ATX,1700,Z790,4,NULL
MSI Z790 GAMING PRO WIFI,ATX,1700,Z790,4,NULL
MSI Z790 PROJECT ZERO,ATX,1700,Z790,4,NULL
MSI Z790 TOMAHAWK MAX WIFI,ATX,1700,Z790,4,NULL
MSI Z97S SLI Krait Edition,ATX,1150,Z97,4,NULL
"NZXT N7 Z370, black",ATX,1151,Z370,4,NULL
"NZXT N7 Z370, white",ATX,1151,Z370,4,NULL
"NZXT N7 Z390 Intel Z390 , black",ATX,1151,Z390,4,NULL
"NZXT N7 Z390 Intel Z390 , white",ATX,1151,Z390,4,NULL
Supermicro M12SWA-TF socket WRX80,E-ATX,sWRX8,WRX80,8,NULL
Supermicro Supero C7Z370-CG-L Single,ATX,1151,Z370,4,NULL
